Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_class,Supply_class,base_cost,demand_supply_factor,Peak_hour,S/D_surge_charge,Vehical_charge,Location_time_surge,loyalty_discount,New_cost
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,2.787878787878788,Higher_demand,Lower_supply,161.0,1.787878787878788,low peak,100.7469696969697,8.05,0.0,8.05,261.7469696969697
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,5.428571428571429,Higher_demand,Lower_supply,273.0,4.428571428571429,Peak hours,423.15000000000003,6.825,8.19,27.3,683.8650000000002
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,3.193548387096774,Higher_demand,Lower_supply,175.0,2.193548387096774,Peak hours,134.35483870967738,4.375,17.5,8.75,322.4798387096774
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,5.0,Higher_demand,Lower_supply,227.5,4.0,Peak hours,318.5,5.6875,6.825,2.275,556.2375000000001
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,2.3076923076923075,Higher_demand,Lower_supply,434.0,1.3076923076923075,low peak,198.63846153846148,21.700000000000003,0.0,43.400000000000006,610.9384615384615
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,4.666666666666667,Higher_demand,Lower_supply,518.0,3.666666666666667,Peak hours,664.7666666666668,25.900000000000002,51.800000000000004,51.800000000000004,1208.666666666667
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,1.2553191489361701,Lower_demand,Higher_supply,262.5,0.25531914893617014,low peak,0.0,6.5625,0.0,13.125,255.9375
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,1.8461538461538463,Lower_demand,Higher_supply,493.5,0.8461538461538463,low peak,0.0,24.675,0.0,24.675,493.49999999999994
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,3.5,Higher_demand,Lower_supply,280.0,2.5,Peak hours,245.0,14.0,14.0,2.8000000000000003,550.2
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,1.5555555555555556,Lower_demand,Higher_supply,150.5,0.5555555555555556,low peak,0.0,7.525,0.0,7.525,150.5
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,2.0,Lower_demand,Higher_supply,605.5,1.0,low peak,0.0,30.275000000000002,0.0,30.275000000000002,605.5
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,2.727272727272727,Higher_demand,Lower_supply,290.5,1.727272727272727,low peak,175.6204545454545,7.2625,0.0,14.525,458.8579545454545
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,1.2857142857142858,Lower_demand,Higher_supply,143.5,0.2857142857142858,low peak,0.0,7.175000000000001,0.0,1.435,149.24
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,1.5142857142857142,Lower_demand,Higher_supply,581.0,0.5142857142857142,low peak,0.0,29.05,0.0,58.1,551.9499999999999
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,1.5853658536585367,Lower_demand,Higher_supply,168.0,0.5853658536585367,low peak,0.0,8.4,0.0,16.8,159.6
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,15.5,Higher_demand,Lower_supply,374.5,7.0,Peak hours,917.5249999999999,9.3625,11.235,18.725,1293.8974999999998
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,5.6,Higher_demand,Lower_supply,462.0,4.6,Peak hours,743.8199999999999,23.1,13.86,4.62,1238.1599999999999
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,4.75,Higher_demand,Lower_supply,399.0,3.75,Peak hours,523.6875,9.975000000000001,39.900000000000006,19.950000000000003,952.6125
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,4.166666666666667,Higher_demand,Lower_supply,329.0,3.166666666666667,Peak hours,364.6416666666667,16.45,32.9,3.29,739.7016666666667
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,3.3043478260869565,Higher_demand,Lower_supply,402.5,2.3043478260869565,low peak,324.625,20.125,0.0,4.025,743.225
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,3.142857142857143,Higher_demand,Lower_supply,255.5,2.142857142857143,low peak,191.62499999999997,12.775,0.0,25.55,434.34999999999997
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,8.0,Higher_demand,Lower_supply,252.0,7.0,Peak hours,617.4,6.300000000000001,7.56,12.600000000000001,870.6599999999999
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,5.5625,Higher_demand,Lower_supply,563.5,4.5625,Peak hours,899.8390625,14.0875,28.175,5.635,1499.9665625
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,1.4761904761904763,Lower_demand,Higher_supply,374.5,0.4761904761904763,low peak,0.0,9.3625,0.0,18.725,365.1375
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,2.0444444444444443,Lower_demand,Higher_supply,423.5,1.0444444444444443,low peak,0.0,21.175,0.0,21.175,423.5
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,1.8125,Lower_demand,Higher_supply,388.5,0.8125,low peak,0.0,19.425,0.0,38.85,369.075
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,2.9,Higher_demand,Lower_supply,437.5,1.9,low peak,290.93749999999994,10.9375,0.0,21.875,717.5
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,5.142857142857143,Higher_demand,Lower_supply,206.5,4.142857142857143,Peak hours,299.425,5.1625000000000005,10.325000000000001,2.065,519.3475
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,1.65,Lower_demand,Higher_supply,535.5,0.6499999999999999,low peak,0.0,13.387500000000001,0.0,5.355,543.5325
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,1.4074074074074074,Lower_demand,Higher_supply,259.0,0.40740740740740744,low peak,0.0,6.4750000000000005,0.0,2.59,262.88500000000005
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,2.391304347826087,Higher_demand,Lower_supply,525.0,1.391304347826087,low peak,255.65217391304347,26.25,0.0,52.5,754.4021739130435
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,2.625,Higher_demand,Lower_supply,294.0,1.625,low peak,167.2125,14.700000000000001,0.0,2.94,472.97249999999997
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,1.3555555555555556,Lower_demand,Higher_supply,357.0,0.3555555555555556,low peak,0.0,8.925,0.0,35.7,330.225
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,1.1612903225806452,Lower_demand,Higher_supply,441.0,0.16129032258064524,low peak,0.0,11.025,0.0,4.41,447.61499999999995
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,3.611111111111111,Higher_demand,Lower_supply,388.5,2.611111111111111,Peak hours,355.04583333333335,9.7125,11.655,38.85,726.0633333333333
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,2.5,Higher_demand,Lower_supply,290.5,1.5,low peak,152.51249999999996,7.2625,0.0,14.525,435.74999999999994
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,3.142857142857143,Higher_demand,Lower_supply,514.5,2.142857142857143,Peak hours,385.87499999999994,12.8625,25.725,25.725,913.2375
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,1.469387755102041,Lower_demand,Higher_supply,66.5,0.4693877551020409,low peak,0.0,3.325,0.0,6.65,63.175000000000004
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1.4,Lower_demand,Higher_supply,483.0,0.3999999999999999,low peak,0.0,12.075000000000001,0.0,4.83,490.245
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,1.8518518518518519,Lower_demand,Higher_supply,213.5,0.8518518518518519,low peak,0.0,10.675,0.0,2.1350000000000002,222.04000000000002
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,2.71875,Higher_demand,Lower_supply,399.0,1.71875,low peak,240.0234375,9.975000000000001,0.0,19.950000000000003,629.0484375
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,4.5,Higher_demand,Lower_supply,269.5,3.5,Peak hours,330.1375,6.737500000000001,26.950000000000003,26.950000000000003,606.375
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1.8421052631578947,Lower_demand,Higher_supply,266.0,0.8421052631578947,low peak,0.0,6.65,0.0,13.3,259.34999999999997
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,5.857142857142857,Higher_demand,Lower_supply,290.5,4.857142857142857,Peak hours,493.8499999999999,7.2625,29.05,29.05,791.6125
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,1.475,Lower_demand,Higher_supply,549.5,0.4750000000000001,low peak,0.0,13.7375,0.0,54.95,508.28749999999997
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,2.357142857142857,Higher_demand,Lower_supply,444.5,1.3571428571428572,low peak,211.1375,11.1125,0.0,4.445,662.305
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,2.6923076923076925,Higher_demand,Lower_supply,245.0,1.6923076923076925,low peak,145.1153846153846,12.25,0.0,12.25,390.11538461538464
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,6.428571428571429,Higher_demand,Lower_supply,259.0,5.428571428571429,Peak hours,492.09999999999997,6.4750000000000005,7.77,2.59,762.7549999999999
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1.380281690140845,Lower_demand,Higher_supply,486.5,0.380281690140845,low peak,0.0,12.162500000000001,0.0,4.865,493.7975
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,1.1904761904761905,Lower_demand,Higher_supply,483.0,0.19047619047619047,low peak,0.0,24.150000000000002,0.0,48.300000000000004,458.84999999999997
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,2.9411764705882355,Higher_demand,Lower_supply,546.0,1.9411764705882355,low peak,370.9588235294118,13.65,0.0,54.6,876.0088235294118
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,3.3043478260869565,Higher_demand,Lower_supply,409.5,2.3043478260869565,Peak hours,330.27065217391305,10.2375,40.95,20.475,770.483152173913
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,2.6666666666666665,Higher_demand,Lower_supply,192.5,1.6666666666666665,low peak,112.29166666666666,4.8125,0.0,9.625,299.97916666666663
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,1.5217391304347827,Lower_demand,Higher_supply,574.0,0.5217391304347827,low peak,0.0,14.350000000000001,0.0,57.400000000000006,530.95
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,1.875,Lower_demand,Higher_supply,497.0,0.875,low peak,0.0,12.425,0.0,49.7,459.725
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,1.3392857142857142,Lower_demand,Higher_supply,77.0,0.3392857142857142,low peak,0.0,3.85,0.0,0.77,80.08
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,4.166666666666667,Higher_demand,Lower_supply,192.5,3.166666666666667,Peak hours,213.35416666666669,9.625,5.7749999999999995,1.925,419.32916666666665
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,5.5,Higher_demand,Lower_supply,112.0,4.5,Peak hours,176.4,2.8000000000000003,5.6000000000000005,11.200000000000001,285.6
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,1.6538461538461537,Lower_demand,Higher_supply,374.5,0.6538461538461537,low peak,0.0,9.3625,0.0,18.725,365.1375
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,1.95,Lower_demand,Higher_supply,423.5,0.95,low peak,0.0,10.5875,0.0,21.175,412.91249999999997
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1.2222222222222223,Lower_demand,Higher_supply,395.5,0.22222222222222232,low peak,0.0,9.887500000000001,0.0,39.550000000000004,365.8375
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,2.9285714285714284,Higher_demand,Lower_supply,171.5,1.9285714285714284,low peak,115.76249999999999,8.575000000000001,0.0,8.575000000000001,287.2625
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,2.55,Higher_demand,Lower_supply,455.0,1.5499999999999998,low peak,246.83749999999995,11.375,0.0,22.75,690.4625
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,3.0,Higher_demand,Lower_supply,521.5,2.0,Peak hours,365.04999999999995,13.037500000000001,26.075000000000003,52.150000000000006,873.5125
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,3.625,Higher_demand,Lower_supply,423.5,2.625,Peak hours,389.090625,21.175,42.35,42.35,833.765625
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,4.2,Higher_demand,Lower_supply,556.5,3.2,Peak hours,623.28,27.825000000000003,16.695,55.650000000000006,1168.6499999999999
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,3.3333333333333335,Higher_demand,Lower_supply,290.5,2.3333333333333335,Peak hours,237.24166666666667,7.2625,14.525,2.9050000000000002,546.6241666666667
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,1.4523809523809523,Lower_demand,Higher_supply,182.0,0.45238095238095233,low peak,0.0,4.55,0.0,18.2,168.35000000000002
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,13.4,Higher_demand,Lower_supply,49.0,7.0,Peak hours,120.04999999999998,2.45,2.45,2.45,171.49999999999997
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,3.3181818181818183,Higher_demand,Lower_supply,115.5,2.3181818181818183,Peak hours,93.7125,2.8875,5.775,1.155,216.72
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,1.9444444444444444,Lower_demand,Higher_supply,553.0,0.9444444444444444,low peak,0.0,13.825000000000001,0.0,55.300000000000004,511.52500000000003
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,1.6551724137931034,Lower_demand,Higher_supply,297.5,0.6551724137931034,low peak,0.0,7.4375,0.0,14.875,290.0625
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,1.3571428571428572,Lower_demand,Higher_supply,101.5,0.3571428571428572,low peak,0.0,2.5375,0.0,10.15,93.88749999999999
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,2.6785714285714284,Higher_demand,Lower_supply,598.5,1.6785714285714284,low peak,351.6187499999999,29.925,0.0,59.85,920.1937499999998
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,2.1923076923076925,Lower_demand,Higher_supply,203.0,1.1923076923076925,low peak,0.0,10.15,0.0,10.15,203.0
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,3.6,Higher_demand,Lower_supply,185.5,2.6,low peak,168.80499999999998,4.6375,0.0,18.55,340.3924999999999
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,2.7037037037037037,Higher_demand,Lower_supply,199.5,1.7037037037037037,low peak,118.9611111111111,4.987500000000001,0.0,19.950000000000003,303.49861111111113
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,2.3448275862068964,Higher_demand,Lower_supply,385.0,1.3448275862068964,low peak,181.21551724137927,9.625,0.0,38.5,537.3405172413793
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,2.7777777777777777,Higher_demand,Lower_supply,108.5,1.7777777777777777,low peak,67.5111111111111,2.7125000000000004,0.0,10.850000000000001,167.87361111111113
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,3.88,Higher_demand,Lower_supply,353.5,2.88,Peak hours,356.328,17.675,35.35,3.535,759.318
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,4.285714285714286,Higher_demand,Lower_supply,154.0,3.2857142857142856,Peak hours,177.1,3.85,4.62,1.54,338.03000000000003
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,11.857142857142858,Higher_demand,Lower_supply,84.0,7.0,Peak hours,205.79999999999998,4.2,4.2,8.4,289.79999999999995
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,5.4,Higher_demand,Lower_supply,77.0,4.4,Peak hours,118.58,1.925,2.31,7.7,192.115
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,2.761904761904762,Higher_demand,Lower_supply,35.0,1.7619047619047619,low peak,21.583333333333332,0.875,0.0,3.5,53.95833333333333
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,2.1333333333333333,Lower_demand,Higher_supply,80.5,1.1333333333333333,low peak,0.0,4.025,0.0,8.05,76.47500000000001
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,9.5,Higher_demand,Lower_supply,549.5,7.0,Peak hours,1346.2749999999999,13.7375,54.95,54.95,1909.5124999999998
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,2.3333333333333335,Higher_demand,Lower_supply,626.5,1.3333333333333335,low peak,292.3666666666667,15.662500000000001,0.0,6.265000000000001,928.2641666666667
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,1.2702702702702702,Lower_demand,Higher_supply,143.5,0.2702702702702702,low peak,0.0,3.5875000000000004,0.0,14.350000000000001,132.7375
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,1.65,Lower_demand,Higher_supply,591.5,0.6499999999999999,low peak,0.0,29.575000000000003,0.0,5.915,615.1600000000001
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,1.393939393939394,Lower_demand,Higher_supply,66.5,0.39393939393939403,low peak,0.0,1.6625,0.0,3.325,64.83749999999999
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,3.4285714285714284,Higher_demand,Lower_supply,388.5,2.4285714285714284,Peak hours,330.22499999999997,19.425,11.655,19.425,730.3799999999999
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,8.333333333333334,Higher_demand,Lower_supply,525.0,7.0,Peak hours,1286.2499999999998,13.125,15.75,52.5,1787.6249999999998
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,1.1710526315789473,Lower_demand,Higher_supply,619.5,0.17105263157894735,low peak,0.0,30.975,0.0,61.95,588.525
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,3.35,Higher_demand,Lower_supply,238.0,2.35,Peak hours,195.755,5.95,23.8,2.38,461.125
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,2.652173913043478,Higher_demand,Lower_supply,525.0,1.652173913043478,low peak,303.58695652173907,26.25,0.0,26.25,828.586956521739
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,1.1940298507462686,Lower_demand,Higher_supply,514.5,0.19402985074626855,low peak,0.0,12.8625,0.0,5.1450000000000005,522.2175
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,4.4,Higher_demand,Lower_supply,563.5,3.4000000000000004,Peak hours,670.5649999999999,14.0875,28.175,56.35,1219.9775000000002
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,3.25,Higher_demand,Lower_supply,616.0,2.25,low peak,485.09999999999997,30.8,0.0,6.16,1125.7399999999998
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,2.090909090909091,Lower_demand,Higher_supply,448.0,1.0909090909090908,low peak,0.0,11.200000000000001,0.0,4.48,454.71999999999997
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,1.2027027027027026,Lower_demand,Higher_supply,402.5,0.20270270270270263,low peak,0.0,20.125,0.0,20.125,402.5
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,3.75,Higher_demand,Lower_supply,441.0,2.75,Peak hours,424.4625,22.05,44.1,44.1,887.5124999999999
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,4.461538461538462,Higher_demand,Lower_supply,371.0,3.4615384615384617,Peak hours,449.4807692307692,18.55,11.129999999999999,3.71,846.4507692307692
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,4.25,Higher_demand,Lower_supply,539.0,3.25,Peak hours,613.1125,26.950000000000003,53.900000000000006,26.950000000000003,1206.0125
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,2.3684210526315788,Higher_demand,Lower_supply,423.5,1.3684210526315788,low peak,202.83421052631573,10.5875,0.0,21.175,615.7467105263157
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,1.4918032786885247,Lower_demand,Higher_supply,353.5,0.4918032786885247,low peak,0.0,8.8375,0.0,35.35,326.98749999999995
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,3.25,Higher_demand,Lower_supply,231.0,2.25,Peak hours,181.9125,11.55,23.1,2.31,445.25250000000005
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,10.777777777777779,Higher_demand,Lower_supply,497.0,7.0,Peak hours,1217.6499999999999,24.85,14.91,49.7,1704.7099999999998
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,2.3333333333333335,Higher_demand,Lower_supply,448.0,1.3333333333333335,low peak,209.06666666666666,11.200000000000001,0.0,22.400000000000002,645.8666666666667
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,1.8,Lower_demand,Higher_supply,388.5,0.8,low peak,0.0,9.7125,0.0,38.85,359.36249999999995
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,1.3958333333333333,Lower_demand,Higher_supply,588.0,0.39583333333333326,low peak,0.0,29.400000000000002,0.0,5.88,611.52
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,1.3529411764705883,Lower_demand,Higher_supply,476.0,0.3529411764705883,low peak,0.0,23.8,0.0,4.76,495.04
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,1.4680851063829787,Lower_demand,Higher_supply,63.0,0.46808510638297873,low peak,0.0,1.5750000000000002,0.0,0.63,63.945
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,5.166666666666667,Higher_demand,Lower_supply,280.0,4.166666666666667,Peak hours,408.3333333333333,7.0,14.0,28.0,681.3333333333333
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,1.135135135135135,Lower_demand,Higher_supply,353.5,0.1351351351351351,low peak,0.0,17.675,0.0,3.535,367.64
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,2.0,Lower_demand,Higher_supply,455.0,1.0,low peak,0.0,11.375,0.0,45.5,420.875
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,2.3076923076923075,Higher_demand,Lower_supply,395.5,1.3076923076923075,low peak,181.01730769230764,19.775000000000002,0.0,39.550000000000004,556.7423076923077
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,1.25,Lower_demand,Higher_supply,273.0,0.25,low peak,0.0,6.825,0.0,2.73,277.09499999999997
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,1.8461538461538463,Lower_demand,Higher_supply,402.5,0.8461538461538463,low peak,0.0,20.125,0.0,4.025,418.6
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,2.3846153846153846,Higher_demand,Lower_supply,378.0,1.3846153846153846,low peak,183.18461538461537,9.450000000000001,0.0,3.7800000000000002,566.8546153846155
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,5.461538461538462,Higher_demand,Lower_supply,217.0,4.461538461538462,Peak hours,338.8538461538462,10.850000000000001,6.51,10.850000000000001,562.3638461538462
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,1.4918032786885247,Lower_demand,Higher_supply,451.5,0.4918032786885247,low peak,0.0,22.575000000000003,0.0,22.575000000000003,451.5
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,1.5166666666666666,Lower_demand,Higher_supply,374.5,0.5166666666666666,low peak,0.0,18.725,0.0,37.45,355.77500000000003
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,5.333333333333333,Higher_demand,Lower_supply,185.5,4.333333333333333,Peak hours,281.34166666666664,4.6375,18.55,9.275,480.75416666666666
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,2.3,Lower_demand,Lower_supply,437.5,1.2999999999999998,low peak,0.0,10.9375,0.0,43.75,404.6875
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,1.297872340425532,Lower_demand,Higher_supply,549.5,0.2978723404255319,low peak,0.0,27.475,0.0,27.475,549.5
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,1.425,Lower_demand,Higher_supply,598.5,0.42500000000000004,low peak,0.0,14.9625,0.0,5.985,607.4775
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,1.2714285714285714,Lower_demand,Higher_supply,315.0,0.27142857142857135,low peak,0.0,7.875,0.0,31.5,291.375
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,1.4222222222222223,Lower_demand,Higher_supply,413.0,0.4222222222222223,low peak,0.0,20.650000000000002,0.0,41.300000000000004,392.34999999999997
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,3.1379310344827585,Higher_demand,Lower_supply,315.0,2.1379310344827585,Peak hours,235.70689655172413,15.75,31.5,3.15,594.8068965517242
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,1.7169811320754718,Lower_demand,Higher_supply,175.0,0.7169811320754718,low peak,0.0,4.375,0.0,17.5,161.875
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,1.864864864864865,Lower_demand,Higher_supply,210.0,0.8648648648648649,low peak,0.0,10.5,0.0,2.1,218.4
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,1.1639344262295082,Lower_demand,Higher_supply,514.5,0.16393442622950816,low peak,0.0,12.8625,0.0,5.1450000000000005,522.2175
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,5.428571428571429,Higher_demand,Lower_supply,42.0,4.428571428571429,Peak hours,65.10000000000001,1.05,1.26,2.1,107.31000000000002
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,3.125,Higher_demand,Lower_supply,567.0,2.125,Peak hours,421.70624999999995,28.35,28.35,5.67,1039.73625
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,1.2745098039215685,Lower_demand,Higher_supply,504.0,0.27450980392156854,low peak,0.0,25.200000000000003,0.0,50.400000000000006,478.80000000000007
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,1.9210526315789473,Lower_demand,Higher_supply,301.0,0.9210526315789473,low peak,0.0,15.05,0.0,3.0100000000000002,313.04
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,2.24,Lower_demand,Higher_supply,602.0,1.2400000000000002,low peak,0.0,30.1,0.0,6.0200000000000005,626.08
